Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Llansamlet Surgery,W98005,434,CC307,Patients registered at GP practice,LIST,1,,Not Applicable
5.7,5.7130255074374965,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Llansamlet Surgery,W98005,434,CC307,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Castle Surgery,W98006,435,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
16.7,16.747181349856845,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Castle Surgery,W98006,435,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Practice 2 Fforestfach Medical Centre,W98007,436,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
18,18.048259557262984,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Practice 2 Fforestfach Medical Centre,W98007,436,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Princess Street Surgery,W98008,437,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
11.5,11.469497820806584,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Princess Street Surgery,W98008,437,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Skewen Medical Centre,W98010,438,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
15.1,15.064534900459142,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Skewen Medical Centre,W98010,438,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Estuary Group Practice,W98012,439,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
6,5.998337664,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Estuary Group Practice,W98012,439,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Talybont Surgery,W98013,440,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
5.7,5.723229630045675,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Talybont Surgery,W98013,440,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Mountain View Health Centre,W98015,441,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
10.1,10.134137884730514,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Mountain View Health Centre,W98015,441,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,St Thomas Surgery,W98016,442,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
9.9,9.867115222,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,St Thomas Surgery,W98016,442,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Afan Valley Group Practice,W98017,443,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
19.2,19.22327306564303,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Afan Valley Group Practice,W98017,443,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmafan Health Centre,W98019,444,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
14.3,14.287552906233708,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmafan Health Centre,W98019,444,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Nicholl St Medical Centre,W98020,445,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
11,11.005272740976574,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Nicholl St Medical Centre,W98020,445,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Sketty & Killay Medical Centres,W98021,446,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
6.3,6.300600500135321,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Sketty & Killay Medical Centres,W98021,446,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmtawe Medical Group,W98022,447,CC307,Patients registered at GP practice,LIST,1,,Not Applicable
14.9,14.894235274940298,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmtawe Medical Group,W98022,447,CC307,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,The Grove Medical Centre,W98023,448,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
12.4,12.37532276,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,The Grove Medical Centre,W98023,448,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Brunswick Health Centre,W98024,449,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
8.1,8.074050589151376,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Brunswick Health Centre,W98024,449,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Kingsway Surgery,W98027,450,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
10.1,10.119172292446935,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Kingsway Surgery,W98027,450,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Practice 1 Fforestfach Medical Centre,W98028,451,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
14,13.96077748,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Practice 1 Fforestfach Medical Centre,W98028,451,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Dulais Valley Primary Care Centre,W98030,452,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
13.2,13.214247721460726,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Dulais Valley Primary Care Centre,W98030,452,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Mount Surgery,W98031,453,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
10.9,10.91296563558012,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Mount Surgery,W98031,453,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Fairfield Surgery,W98032,454,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
13.1,13.147465000269875,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Fairfield Surgery,W98032,454,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,The Mumbles Medical Practice,W98033,455,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
7.7,7.695081230930972,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,The Mumbles Medical Practice,W98033,455,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Ty'r Felin Surgery,W98034,456,CC308,Patients registered at GP practice,LIST,1,,Not Applicable
10.2,10.168696432012075,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Ty'r Felin Surgery,W98034,456,CC308,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Riverside Surgery,W98035,457,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
12.3,12.32877438248736,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Riverside Surgery,W98035,457,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Victoria Gardens Surgery,W98036,458,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
10.4,10.402608431827597,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Victoria Gardens Surgery,W98036,458,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Greenhill Medical Centre,W98039,459,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
12,11.952989154946781,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Greenhill Medical Centre,W98039,459,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Briton Ferry Health Centre,W98040,460,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
16.2,16.20145915395028,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Briton Ferry Health Centre,W98040,460,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,King's Surgery,W98041,461,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
15.7,15.744299839382151,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,King's Surgery,W98041,461,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Manselton Surgery,W98043,462,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
8.9,8.930505023291715,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Manselton Surgery,W98043,462,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Strawberry Place Surgery,W98044,463,CC307,Patients registered at GP practice,LIST,1,,Not Applicable
14.6,14.564574803870348,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Strawberry Place Surgery,W98044,463,CC307,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Gower Medical Practice,W98045,464,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
7.7,7.7378409002308395,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Gower Medical Practice,W98045,464,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Vale of Neath Practice,W98046,465,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
12.9,12.877044710819971,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Vale of Neath Practice,W98046,465,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Tabernacle Surgery,W98048,466,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
13.9,13.904581685708978,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Tabernacle Surgery,W98048,466,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Uplands Surgery,W98049,467,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
8.1,8.105109415522389,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Uplands Surgery,W98049,467,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,University Health Centre,W98053,468,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
6.2,6.193861648002896,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,University Health Centre,W98053,468,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Kings Road Surgery,W98055,469,CC302,Patients registered at GP practice,LIST,1,,Not Applicable
9.3,9.320372712423396,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Kings Road Surgery,W98055,469,CC302,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Harbourside Health Centre,W98056,470,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
14.4,14.367693975602952,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Harbourside Health Centre,W98056,470,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,SA1 Medical Centre,W98057,471,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.429870845725958,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,SA1 Medical Centre,W98057,471,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Abertawe Medical Partnership,W98608,472,CC306,Patients registered at GP practice,LIST,1,,Not Applicable
10.2,10.190093538204765,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Abertawe Medical Partnership,W98608,472,CC306,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cheriton Medical Centre,W98612,473,CC310,Patients registered at GP practice,LIST,1,,Not Applicable
10.2,10.210372698193233,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cheriton Medical Centre,W98612,473,CC310,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmavon Health Centre,W98627,474,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
15.8,15.79624217756193,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Cwmavon Health Centre,W98627,474,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Alfred Street Primary Care Centre,W98785,475,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
7.9,7.9270755041777194,Prevalence rate (%),2,2,,30/09/2022,20220930,1.66458E+12,,Alfred Street Primary Care Centre,W98785,475,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Wales,W92000004,1,,Patients registered at GP practice,LIST,1,,Not Applicable
9.8,9.78280693,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Wales,W92000004,1,,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Betsi Cadwaladr,W11000023,2,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
8.8,8.799558921262324,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Betsi Cadwaladr,W11000023,2,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Hywel Dda,W11000025,3,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.201798902770376,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Hywel Dda,W11000025,3,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Swansea Bay,W11000031,4,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
9.3,9.298906156,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Swansea Bay,W11000031,4,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff and Vale,W11000029,5,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
8.4,8.444097674394836,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cardiff and Vale,W11000029,5,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cwm Taf Morgannwg,W11000030,6,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
10.8,10.83604604417028,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cwm Taf Morgannwg,W11000030,6,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Aneurin Bevan,W11000028,7,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
11.8,11.751647153879423,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Aneurin Bevan,W11000028,7,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Powys,W11000024,8,W92000004,Patients registered at GP practice,LIST,1,,Not Applicable
10.6,10.645630289603812,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Powys,W11000024,8,W92000004,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Anglesey,CC101,9,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
8.7,8.718507657403517,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Anglesey,CC101,9,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Arfon,CC102,10,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
6.7,6.652104171,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Arfon,CC102,10,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central & South Denbighshire,CC103,11,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
7.8,7.770416435438526,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central & South Denbighshire,CC103,11,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Conwy East,CC104,12,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
7.2,7.210562263299539,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Conwy East,CC104,12,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Conwy West,CC105,13,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
7.9,7.911031888398955,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Conwy West,CC105,13,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North East Flintshire,CC106,14,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.186519510432264,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North East Flintshire,CC106,14,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Dwyfor & North Meirionnydd,CC107,15,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
7.5,7.457027984048171,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Dwyfor & North Meirionnydd,CC107,15,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North West Flintshire,CC108,16,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
9.5,9.508065249,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North West Flintshire,CC108,16,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Meirionnydd,CC109,17,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
11.5,11.521422137049209,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Meirionnydd,CC109,17,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Flintshire,CC110,18,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.203765555331582,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Flintshire,CC110,18,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Denbighshire,CC111,19,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.287358365484398,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Denbighshire,CC111,19,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Wrexham,CC112,20,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
10.5,10.53337497685963,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Wrexham,CC112,20,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North & West Wrexham,CC113,21,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.599210295791533,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North & West Wrexham,CC113,21,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central Wrexham,CC114,22,W11000023,Patients registered at GP practice,LIST,1,,Not Applicable
10.4,10.444304450289517,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Central Wrexham,CC114,22,W11000023,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman/Gwendraeth,CC201,23,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
10,9.998649931213773,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Amman/Gwendraeth,CC201,23,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Llanelli,CC202,24,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
9.3,9.266045796742645,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Llanelli,CC202,24,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Ceredigion,CC203,25,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
9.4,9.355653358504092,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Ceredigion,CC203,25,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Pembrokeshire,CC204,26,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
8.3,8.34649948,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,North Pembrokeshire,CC204,26,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Ceredigion,CC205,27,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
7.8,7.805854156754989,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Ceredigion,CC205,27,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Pembrokeshire,CC206,28,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
10.3,10.306191852139293,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,South Pembrokeshire,CC206,28,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Taf / Tywi,CC207,29,W11000025,Patients registered at GP practice,LIST,1,,Not Applicable
9.3,9.259483891472458,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Taf / Tywi,CC207,29,W11000025,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Afan,CC301,30,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.352098108045066,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Afan,CC301,30,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,BayHealth,CC302,31,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
6.9,6.909873378149912,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,BayHealth,CC302,31,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend East Network,CC509,32,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
8,7.994053552,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend East Network,CC509,32,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend North Network,CC510,33,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
10.3,10.346811472166255,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend North Network,CC510,33,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend West Network,CC511,34,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
7.6,7.637641902901299,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Bridgend West Network,CC511,34,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,CityHealth,CC306,35,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
8.4,8.441917344456833,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,CityHealth,CC306,35,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cwmtawe,CC307,36,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
10.6,10.568107801419032,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Cwmtawe,CC307,36,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Llwchwr,CC308,37,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
6.4,6.3988418606996635,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Llwchwr,CC308,37,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Neath,CC309,38,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
11.4,11.396439570338988,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Neath,CC309,38,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Penderi,CC310,39,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
11.3,11.26912240002842,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Penderi,CC310,39,W11000031,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Upper Valleys,CC311,40,W11000031,Patients registered at GP practice,LIST,1,,Not Applicable
9.6,9.558032606,Prevalence rate (%),2,2,,30/09/2021,20210930,1.63305E+12,,Upper Valleys,CC311,40,W11000031,Obesity (patients aged 16+),OB,16,,
